[CAS registry number],m 3 Pa,,,,
nitrous acid,4.8 ×10 −1,,,,
HNO2,4.7×10−1,,,,
[7782-77-6],4.7 10−1×,,,,
,4.8×10−1,,,,
,3.7 ×10 −1,,,,
,4.7×10−1,,,,
,4.8×10−1,,,,
,4.8×10−1,,,,
nitric acid,8.8 ×102,,,,
HNO3,2.1×103,,,,
[7697-37-2],,,,,
,2.6×104,,,,
,2.1 ×103,,,,
,2.1 103×,,,,
,2.1 103×,,,,
,3.4 ×10 3,,,,
pernitric acid,3.9×10−1,,,,
HNO 4,3.9×101,,,,
[26404-66-0],1.2×102,,,,
,1.4×102,,,,
,2.0×102,,,,
,,,,,
fluorine atom,2.0 ×10 −4,,,,
F,,,,,
[14762-94-8],,,,,
hydrogen fluoride,1.3 ×102,,,,
HF,,,,,
[7664-39-3],,,,,
difluorine monoxide,2.9×10−5,,,,
F2O,,,,,
[7783-41-7],,,,,
nitrogen trifluoride,7.9 10−6×,,,,
NF3,7.9×10−6,,,,
[7783-54-2],8.2 10−6×,,,,
dinitrogen tetrafluoride,8.4 10−6×,,,,
N2F4,8.4 × 10−6,,,,
(tetrafluorohydrazine),,,,,
[10036-47-2],,,,,
,,,,,
,cp,,,,
Substance,H,,,,
Formula,(at T ),,,,
(Other name(s)),[ mol],,,,
[CAS registry number],m 3 Pa,,,,
nitrous acid,4.8 ×10 −1,,,,
HNO2,4.7×10−1,,,,
[7782-77-6],4.7 10−1×,,,,
,4.8×10−1,,,,
,3.7 ×10 −1,,,,
,4.7×10−1,,,,
,4.8×10−1,,,,
,4.8×10−1,,,,
nitric acid,8.8 ×102,,,,
HNO3,2.1×103,,,,
[7697-37-2],,,,,
,2.6×104,,,,
,2.1 ×103,,,,
,2.1 103×,,,,
,2.1 103×,,,,
,3.4 ×10 3,,,,
pernitric acid,3.9×10−1,,,,
HNO 4,3.9×101,,,,
[26404-66-0],1.2×102,,,,
,1.4×102,,,,
,2.0×102,,,,
,,,,,
fluorine atom,2.0 ×10 −4,,,,
F,,,,,
[14762-94-8],,,,,
hydrogen fluoride,1.3 ×102,,,,
HF,,,,,
[7664-39-3],,,,,
difluorine monoxide,2.9×10−5,,,,
F2O,,,,,
[7783-41-7],,,,,
nitrogen trifluoride,7.9 10−6×,,,,
NF3,7.9×10−6,,,,
[7783-54-2],8.2 10−6×,,,,
dinitrogen tetrafluoride,8.4 10−6×,,,,
N2F4,8.4 × 10−6,,,,
(tetrafluorohydrazine),,,,,
[10036-47-2],,,,,
,,,,,
,cp,,,,
Substance,H,,,,
Formula,(at T ),,,,
(Other name(s)),[ mol],,,,
[CAS registry number],m 3 Pa,,,,
chlorine (molecular),9.2 10−4×,,,,
Cl 10−42,9.2 ×,,,,
[7782-50-5],9.0×10−4,,,,
,3.8 ×10 −2,,,,
,7.5 10−4×,,,,
,6.1 ×10 −4,,,,
,6.1 ×10 −4,,,,
,9.3 10−4×,,,,
,9.1 ×10−4,,,,
,9.2 10−4×,,,,
chlorine atom,2.3 ×10−2,,,,
Cl,2.3×10−2,,,,
[22537-15-1],2.0 ×10−3,,,,
,1.5 10−4×,,,,
hydrogen chloride,,,,,
HCl,1.5×101,,,,
[7647-01-0],,,,,
,1.1 10−2×,,,,
,2.0×10−1,,,,
,1.9 10−1×,,,,
,2.5×101,,,,
,7.2,,,,
hypochlorous acid,6.5,,,,
HOCl,6.5,,,,
[7790-92-3],6.5,,,,
,9.1,,,,
,4.7,,,,
,6,,,,
,2.6,,,,
,5.4,,,,
perchloric acid,9.9×103,,,,
HClO4,,,,,
[7601-90-3],,,,,
monochlorine monoxide,7.0 ×10−3,,,,
ClO,7.0×10−3,,,,
[14989-30-1],,,,,
dichlorine monoxide,1.7 10−1×,,,,
Cl2O,1.7 × 10−1,,,,
[7791-21-1],1.7 ×10 −1,,,,
,1.7×10−1,,,,
,cp,,,,
Substance,H,,,,
Formula,(at T ),,,,
(Other name(s)),[ mol],,,,
[CAS registry number],m 3 Pa,,,,
chlorine (molecular),9.2 10−4×,,,,
Cl 10−42,9.2 ×,,,,
[7782-50-5],9.0×10−4,,,,
,3.8 ×10 −2,,,,
,7.5 10−4×,,,,
,6.1 ×10 −4,,,,
,6.1 ×10 −4,,,,
,9.3 10−4×,,,,
,9.1 ×10−4,,,,
,9.2 10−4×,,,,
chlorine atom,2.3 ×10−2,,,,
Cl,2.3×10−2,,,,
[22537-15-1],2.0 ×10−3,,,,
,1.5 10−4×,,,,
hydrogen chloride,,,,,
HCl,1.5×101,,,,
[7647-01-0],,,,,
,1.1 10−2×,,,,
,2.0×10−1,,,,
,1.9 10−1×,,,,
,2.5×101,,,,
,7.2,,,,
hypochlorous acid,6.5,,,,
HOCl,6.5,,,,
[7790-92-3],6.5,,,,
,9.1,,,,
,4.7,,,,
,6,,,,
,2.6,,,,
,5.4,,,,
perchloric acid,9.9×103,,,,
HClO4,,,,,
[7601-90-3],,,,,
monochlorine monoxide,7.0 ×10−3,,,,
ClO,7.0×10−3,,,,
[14989-30-1],,,,,
dichlorine monoxide,1.7 10−1×,,,,
Cl2O,1.7 × 10−1,,,,
[7791-21-1],1.7 ×10 −1,,,,
,1.7×10−1,,,,
,cp,,,,
Substance,H,,,,
Formula (Other name(s)),[(at T mol)],,,,
[CAS registry number],m 3 Pa,,,,
chlorine dioxide,1.0×10−2,,,,
ClO2,1.0×10−2,,,,
[10049-04-4],1.0 ×10 −2,,,,
,1.0 10−2×,,,,
,9.9×10−3,,,,
nitrosyl chloride,>4.9 ×10−4,,,,
NOCl,,,,,
[2696-92-6],,,,,
nitryl chloride,4.5×10−4,,,,
ClNO 10−42,2.4 ×,,,,
[13444-90-1],3.9 ×10−4,,,,
chlorine nitrate,∞,,,,
ClNO3,,,,,
[14545-72-3],,,,,
chloramine,8.6×10−1,,,,
NH2Cl,8.6×10 −1,,,,
(chloramide),9.2×10−1,,,,
[10599-90-3],,,,,
dichloramine,2.9×10−1,,,,
NHCl2,2.9×10−1,,,,
(chlorimide),2.8×10−1,,,,
[3400-09-7],,,,,
nitrogen trichloride,9.9×10−4,,,,
NCl 10−43,9.9 ×,,,,
[10025-85-1],9.9 ×10 −4,,,,
,,,,,
bromine (molecular),7.2 10−3×,,,,
Br 2,7.2×10 −3,,,,
[7726-95-6],1.8 10−2×,,,,
,6.8 10−3×,,,,
,9.6 ×10−3,,,,
,7.0×10−3,,,,
,7.8×10−3,,,,
,7.9×10−3,,,,
,8.3 10−3×,,,,
,7.9×10−3,,,,
,7.2 ×10 −3,,,,
,7.6×10−3,,,,
,7.5 10−3×,,,,
bromine atom,1.2×10−2,,,,
Br,3.4×10−4,,,,
[10097-32-2],,,,,
,cp,,,,
Substance,H,,,,
Formula (Other name(s)),[(at T mol)],,,,
[CAS registry number],m 3 Pa,,,,
chlorine dioxide,1.0×10−2,,,,
ClO2,1.0×10−2,,,,
[10049-04-4],1.0 ×10 −2,,,,
,1.0 10−2×,,,,
,9.9×10−3,,,,
nitrosyl chloride,>4.9 ×10−4,,,,
NOCl,,,,,
[2696-92-6],,,,,
nitryl chloride,4.5×10−4,,,,
ClNO 10−42,2.4 ×,,,,
[13444-90-1],3.9 ×10−4,,,,
chlorine nitrate,∞,,,,
ClNO3,,,,,
[14545-72-3],,,,,
chloramine,8.6×10−1,,,,
NH2Cl,8.6×10 −1,,,,
(chloramide),9.2×10−1,,,,
[10599-90-3],,,,,
dichloramine,2.9×10−1,,,,
NHCl2,2.9×10−1,,,,
(chlorimide),2.8×10−1,,,,
[3400-09-7],,,,,
nitrogen trichloride,9.9×10−4,,,,
NCl 10−43,9.9 ×,,,,
[10025-85-1],9.9 ×10 −4,,,,
,,,,,
bromine (molecular),7.2 10−3×,,,,
Br 2,7.2×10 −3,,,,
[7726-95-6],1.8 10−2×,,,,
,6.8 10−3×,,,,
,9.6 ×10−3,,,,
,7.0×10−3,,,,
,7.8×10−3,,,,
,7.9×10−3,,,,
,8.3 10−3×,,,,
,7.9×10−3,,,,
,7.2 ×10 −3,,,,
,7.6×10−3,,,,
,7.5 10−3×,,,,
bromine atom,1.2×10−2,,,,
Br,3.4×10−4,,,,
[10097-32-2],,,,,
,cp,,,,
Substance,H,,,,
Formula,,,,,
(Other name(s)),[(at T mol)],,,,
[CAS registry number],m 3 Pa,,,,
hydrogen bromide,,,,,
HBr,,,,,
[10035-10-6],,,,,
,2.4 10−1×,,,,
hypobromous acid,>1.3,,,,
HOBr,>1.3,,,,
[13517-11-8],>1.9×101,,,,
,1.8×10−2,,,,
,6.0 ×101,,,,
,9.1×10−1,,,,
nitryl bromide,3.0 10−3×,,,,
BrNO2,,,,,
[13536-70-4],,,,,
bromine nitrate,∞,,,,
BrNO3,,,,,
[40423-14-1],,,,,
bromine chloride,9.7×10−3,,,,
BrCl,9.7×10−3,,,,
[13863-41-7],<6.2×10−2,,,,
,1.5 10−2×,,,,
,9.3 10−3×,,,,
,4.2×10−2,,,,
,1.1 10−2×,,,,
,5.8 −3×10,,,,
,,,,,
iodine (molecular),2.8×10−2,,,,
I2,2.8×10−2,,,,
[7553-56-2],3.0 10−2×,,,,
,3.1 10−2×,,,,
,3.2 ×10 −2,,,,
,1.1×10−2,,,,
iodine atom,7.9×10−4,,,,
I,6.2 10−5×,,,,
[14362-44-8],,,,,
hydrogen iodide,,,,,
HI,,,,,
[10034-85-2],,,,,
hypoiodous acid,>4.1,,,,
HOI,,,,,
[14332-21-9],,,,,
,cp,,,,
Substance,H,,,,
Formula,,,,,
(Other name(s)),[(at T mol)],,,,
[CAS registry number],m 3 Pa,,,,
hydrogen bromide,,,,,
HBr,,,,,
[10035-10-6],,,,,
,2.4 10−1×,,,,
hypobromous acid,>1.3,,,,
HOBr,>1.3,,,,
[13517-11-8],>1.9×101,,,,
,1.8×10−2,,,,
,6.0 ×101,,,,
,9.1×10−1,,,,
nitryl bromide,3.0 10−3×,,,,
BrNO2,,,,,
[13536-70-4],,,,,
bromine nitrate,∞,,,,
BrNO3,,,,,
[40423-14-1],,,,,
bromine chloride,9.7×10−3,,,,
BrCl,9.7×10−3,,,,
[13863-41-7],<6.2×10−2,,,,
,1.5 10−2×,,,,
,9.3 10−3×,,,,
,4.2×10−2,,,,
,1.1 10−2×,,,,
,5.8 −3×10,,,,
,,,,,
iodine (molecular),2.8×10−2,,,,
I2,2.8×10−2,,,,
[7553-56-2],3.0 10−2×,,,,
,3.1 10−2×,,,,
,3.2 ×10 −2,,,,
,1.1×10−2,,,,
iodine atom,7.9×10−4,,,,
I,6.2 10−5×,,,,
[14362-44-8],,,,,
hydrogen iodide,,,,,
HI,,,,,
[10034-85-2],,,,,
hypoiodous acid,>4.1,,,,
HOI,,,,,
[14332-21-9],,,,,
,cp,,,,
Substance,H,,,,
Formula,(at T ),,,,
(Other name(s)),[ mol],,,,
[CAS registry number],m 3 Pa,,,,
iodine chloride,1.1,,,,
ICl,,,,,
[7790-99-0],,,,,
iodine bromide,2.4 10−1×,,,,
IBr,,,,,
[7789-33-5],,,,,
,,,,,
hydrogen sulfide,1.0 10−3×,,,,
H 10−32 S,1.0 ×,,,,
[7783-06-4],1.0×10−3,,,,
,1.0 10−3×,,,,
,1.0×10−3,,,,
,1.0 ×10 −3,,,,
,1.0 10−3×,,,,
,9.1 10−4×,,,,
,8.6×10−4,,,,
,1.1×10−3,,,,
,9.4 10−4×,,,,
,1.0 −3×10,,,,
,9.6 10−4×,,,,
,1.0 −3×10,,,,
,1.0 10−3×,,,,
,1.0 10−3×,,,,
sulfur dioxide,1.3 10−2×,,,,
SO 10−22,1.3 ×,,,,
[7446-09-5],1.2 ×10 −2,,,,
,1.2 10−2×,,,,
,1.2×10−2,,,,
,1.4 ×10 −2,,,,
,4.0 10−1×,,,,
,1.2×10−2,,,,
,1.1 10−2×,,,,
,1.2 ×10 −2,,,,
,1.3 10−2×,,,,
,1.2×10−2,,,,
,1.5×10−2,,,,
,1.2 ×10 −2,,,,
,1.2 10−2×,,,,
sulfur trioxide,∞,,,,
SO3,,,,,
[7446-11-9],,,,,
,cp,,,,
Substance,H,,,,
Formula,(at T ),,,,
(Other name(s)),[ mol],,,,
[CAS registry number],m 3 Pa,,,,
iodine chloride,1.1,,,,
ICl,,,,,
[7790-99-0],,,,,
iodine bromide,2.4 10−1×,,,,
IBr,,,,,
[7789-33-5],,,,,
,,,,,
hydrogen sulfide,1.0 10−3×,,,,
H 10−32 S,1.0 ×,,,,
[7783-06-4],1.0×10−3,,,,
,1.0 10−3×,,,,
,1.0×10−3,,,,
,1.0 ×10 −3,,,,
,1.0 10−3×,,,,
,9.1 10−4×,,,,
,8.6×10−4,,,,
,1.1×10−3,,,,
,9.4 10−4×,,,,
,1.0 −3×10,,,,
,9.6 10−4×,,,,
,1.0 −3×10,,,,
,1.0 10−3×,,,,
,1.0 10−3×,,,,
sulfur dioxide,1.3 10−2×,,,,
SO 10−22,1.3 ×,,,,
[7446-09-5],1.2 ×10 −2,,,,
,1.2 10−2×,,,,
,1.2×10−2,,,,
,1.4 ×10 −2,,,,
,4.0 10−1×,,,,
,1.2×10−2,,,,
,1.1 10−2×,,,,
,1.2 ×10 −2,,,,
,1.3 10−2×,,,,
,1.2×10−2,,,,
,1.5×10−2,,,,
,1.2 ×10 −2,,,,
,1.2 10−2×,,,,
sulfur trioxide,∞,,,,
SO3,,,,,
[7446-11-9],,,,,
H cpSubstance,dlnH cp,,,,
Formula (at T ),d(1/T ),,,,
(Other name(s)) [ mol],,,,,
[CAS registry number] m 3 Pa,[K],,,,
sulfuric acid,,,,,
H2SO4,,,,,
[7664-93-9],,,,,
1.3×1013,20000,,,,
2.9 ×10 7,10000,,,,
sulfur hexafluoride 2.4 10−6×,3100,,,,
SF6 2.5×10−6,2100,,,,
[2551-62-4] 2.4×10−6,2400,,,,
2.4×10−6,2900,,,,
1.4 10−6×,,,,,
2.4 10−6×,,,,,
2.6×10−6,2400,,,,
2.2 10−6×,,,,,
,3200,,,,
,2800,,,,
sulfuryl fluoride 8.9×10−5,3100,,,,
SO2F2,,,,,
[2699-79-8],,,,,
"Rare gases (He, Ne,",,,,,
helium 3.9 ×10 −6,15,,,,
He 3.8 10−6×,83,,,,
[7440-59-7] 3.8×10−6,92,,,,
3.9 −6×10,69,,,,
3.7 10−6×,360,,,,
3.8 ×10 −6,83,,,,
3.8 10−6×,120,,,,
3.7×10−6,440,,,,
3.8×10−6,,,,,
neon 4.5×10−6,430,,,,
Ne 4.4 10−6×,470,,,,
[7440-01-9] 4.4 ×10 −6,450,,,,
4.5 10−6×,440,,,,
4.4×10−6,510,,,,
4.5 10−6×,530,,,,
4.5 10−6×,470,,,,
4.5 10−6×,640,,,,
4.4×10−6,,,,,
argon 1.4 ×10 −5,1700,,,,
Ar 1.4×10−5,1400,,,,
[7440-37-1] 1.4×10−5,1500,,,,
1.4×10−5,1500,,,,
1.4 10−5×,1600,,,,
1.4 10−5×,1400,,,,
1.4 10−5×,,,,,
1.4×10−5,1500,,,,
H cpSubstance,dlnH cp,,,,
Formula (at T ),d(1/T ),,,,
(Other name(s)) [ mol],,,,,
[CAS registry number] m 3 Pa,[K],,,,
sulfuric acid,,,,,
H2SO4,,,,,
[7664-93-9],,,,,
1.3×1013,20000,,,,
2.9 ×10 7,10000,,,,
sulfur hexafluoride 2.4 10−6×,3100,,,,
SF6 2.5×10−6,2100,,,,
[2551-62-4] 2.4×10−6,2400,,,,
2.4×10−6,2900,,,,
1.4 10−6×,,,,,
2.4 10−6×,,,,,
2.6×10−6,2400,,,,
2.2 10−6×,,,,,
,3200,,,,
,2800,,,,
sulfuryl fluoride 8.9×10−5,3100,,,,
SO2F2,,,,,
[2699-79-8],,,,,
"Rare gases (He, Ne,",,,,,
helium 3.9 ×10 −6,15,,,,
He 3.8 10−6×,83,,,,
[7440-59-7] 3.8×10−6,92,,,,
3.9 −6×10,69,,,,
3.7 10−6×,360,,,,
3.8 ×10 −6,83,,,,
3.8 10−6×,120,,,,
3.7×10−6,440,,,,
3.8×10−6,,,,,
neon 4.5×10−6,430,,,,
Ne 4.4 10−6×,470,,,,
[7440-01-9] 4.4 ×10 −6,450,,,,
4.5 10−6×,440,,,,
4.4×10−6,510,,,,
4.5 10−6×,530,,,,
4.5 10−6×,470,,,,
4.5 10−6×,640,,,,
4.4×10−6,,,,,
argon 1.4 ×10 −5,1700,,,,
Ar 1.4×10−5,1400,,,,
[7440-37-1] 1.4×10−5,1500,,,,
1.4×10−5,1500,,,,
1.4 10−5×,1600,,,,
1.4 10−5×,1400,,,,
1.4 10−5×,,,,,
1.4×10−5,1500,,,,
Substance Hcp,,,,,
Formula (Other name(s)) [(at T mol,)],,,,
[CAS registry number]m3Pa,,,,,
1.4 10−5×,,,,,
1.4 10−5×,,,,,
1.5 10−5×,,,,,
1.4 10−5×,,,,,
1.4 ×10,−5,,,,
1.4×10−5,,,,,
1.4×10−5,,,,,
krypton 2.5 ×10,−5,,,,
Kr 2.5×10−5,,,,,
[7439-90-9] 2.5 10−5×,,,,,
2.0×10−5,,,,,
2.5 10−5×,,,,,
2.5 10−5×,,,,,
2.4×10−5,,,,,
2.5×10−5,,,,,
2.5 ×10,−5,,,,
2.5×10−5,,,,,
2.5 ×10,−5,,,,
xenon 4.4 10−5×,,,,,
Xe 4.3 10−5×,,,,,
[7440-63-3] 4.2×10−5,,,,,
3.3×10−5,,,,,
4.3 ×10,−5,,,,
4.2×10−5,,,,,
4.3×10−5,,,,,
4.3×10−5,,,,,
4.9×10−5,,,,,
4.3×10−5,,,,,
radon 9.1 10−5×,,,,,
Rn 9.2 10−5×,,,,,
[10043-92-2] 9.3 ×10,−5,,,,
9.2 10−5×,,,,,
8.3 10−5×,,,,,
9.1 10−5×,,,,,
Other elements (B,,,,,
boric acid 3.8×106,,,,,
H3BO3,,,,,
[10043-35-3],,,,,
selenium hydride 8.3×10−4,,,,,
H2Se 8.1×10,−4,,,,
[7783-07-5],,,,,
phosphorus trihydride 8.1 10−5×,,,,,
PH 10−53 5.9 ×,,,,,
(phosphine),,,,,
[7803-51-2],,,,,
Substance Hcp,,,,,
Formula (Other name(s)) [(at T mol,)],,,,
[CAS registry number]m3Pa,,,,,
1.4 10−5×,,,,,
1.4 10−5×,,,,,
1.5 10−5×,,,,,
1.4 10−5×,,,,,
1.4 ×10,−5,,,,
1.4×10−5,,,,,
1.4×10−5,,,,,
krypton 2.5 ×10,−5,,,,
Kr 2.5×10−5,,,,,
[7439-90-9] 2.5 10−5×,,,,,
2.0×10−5,,,,,
2.5 10−5×,,,,,
2.5 10−5×,,,,,
2.4×10−5,,,,,
2.5×10−5,,,,,
2.5 ×10,−5,,,,
2.5×10−5,,,,,
2.5 ×10,−5,,,,
xenon 4.4 10−5×,,,,,
Xe 4.3 10−5×,,,,,
[7440-63-3] 4.2×10−5,,,,,
3.3×10−5,,,,,
4.3 ×10,−5,,,,
4.2×10−5,,,,,
4.3×10−5,,,,,
4.3×10−5,,,,,
4.9×10−5,,,,,
4.3×10−5,,,,,
